"X","Barri","Area","Habitacions","Lavabos","Preu","Immobiliaria","ConsumoEtiqueta","ConsumokW","EmisionesEtiqueta","Emisioneskg","Data.anunci","Aire_acondicionat","Moblat","Any_construccio","Calefaccio","Transport_public_proper","Llar_de_foc","Obra_nova","Piscina_propia","Plaza_parking","Ascensor","Equipamient_esportiu","Jardi_comunitari","Piscina_comunitaria","Vigilancia","Districte","Preu_m2"
16184,"La Salut",84,2,1,349000,"Vip Pisos","G",999,"G",999,2022-04-08,"Yes","No",1977,"Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","Gracia",4154.7619047619
16186,"Gòtic",68,2,1,7e+05,"Nova Urbe Associats","G",277,"G",58,2022-04-08,"Yes","No",1871,"No","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",10294.1176470588
16191,"Trinitat Nova",50,2,1,97500,"Immohabitat","E",171,"E",36,2022-04-08,"No","No",1963,"No","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",1950
16192,"Raval",69,2,2,165000,"Immohabitat","G",252,"E",46,2022-04-08,"No","No",1850,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",2391.30434782609
16193,"Esquerra Baixa de l´Eixample",86,3,2,420000,"Fincas Eva","E",165,"E",34,2022-04-09,"Yes","No",1966,"Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Eixample",4883.72093023256
16194,"Putget - Farró",184,5,2,699000,"Webhouse","G",999,"G",999,2022-04-05,"Yes","Yes",1969,"Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Sarria Sant Gervasi",3798.91304347826
16195,"Carmel",100,4,2,225000,"ARRC Vilassar serveis Immobiliaris","G",360,"G",76,2022-03-15,"No","No",1981,"Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","Horta Guinardo",2250
16198,"Carmel",50,1,1,270000,"Fincas Eva","G",206,"G",53,2022-04-09,"Yes","Yes",1975,"Yes","Yes","No","No","No","No","No","No","No","No","No","Horta Guinardo",5400
16199,"La Marina-Port",70,3,1,169000,"Pisos La Marina","E",96,"D",20,2022-03-18,"Yes","No",1972,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",2414.28571428571
16200,"Sant Gervasi - Galvany",37,1,1,134000,"Carolina Marti","D",158,"D",40,2022-04-05,"Yes","Yes",1965,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",3621.62162162162
16201,"Carmel",68,2,1,325000,"Housell","G",999,"G",999,2022-04-09,"Yes","No",2007,"No","No","No","No","No","Yes","Yes","No","No","No","No","Horta Guinardo",4779.41176470588
16202,"Raval",42,1,1,185000,"Picat Patrimoni","F",200,"G",50,2022-04-07,"No","No",1900,"Yes","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",4404.7619047619
16210,"Carmel",69,3,2,265000,"Tecnocasa Estudi Llobregós Sl","G",999,"G",99,2022-04-07,"Yes","No",1965,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3840.57971014493
16214,"Fort Pienc",99,4,2,219066,"IAG International Auction Group","G",999,"G",999,2022-02-23,"No","No",1900,"No","No","No","No","No","No","No","No","No","No","No","Eixample",2212.78787878788
16220,"Les Corts",81,3,2,490000,"Particular","B",16,"B",7,2021-12-28,"Yes","Yes",2016,"Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","Les Corts",6049.38271604938
16221,"Les Corts",96,4,2,395000,"Particular","E",152,"E",29,2022-03-29,"No","No",1950,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Les Corts",4114.58333333333
16225,"Sagrada Família",81,1,1,329000,"Particular","G",999,"G",999,2021-12-01,"Yes","No",1977,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",4061.72839506173
16226,"Congrés - Indians",58,3,1,225000,"Particular","E",198,"E",36,2022-04-06,"Yes","No",1957,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3879.31034482759
16228,"Sant Ramon - Maternitat",130,4,3,8e+05,"Fincas Eva","G",155,"G",32,2022-04-09,"No","No",1977,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Les Corts",6153.84615384615
16230,"Badal",300,4,3,895000,"Nova Urbe Associats","C",94,"C",18,2022-04-08,"Yes","No",2002,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Sants Montjuic",2983.33333333333
16234,"Gòtic",90,2,2,380000,"Particular","D",99,"D",20,2022-03-30,"No","No",1850,"No","Yes","No","No","No","No","Yes","No","No","No","Yes","Ciutat Vella",4222.22222222222
16239,"Baix Guinardó",70,2,1,179000,"Tecnocasa","G",999,"G",99,2022-04-08,"Yes","No",1958,"No","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",2557.14285714286
16240,"Raval",35,1,1,212000,"Picat Patrimoni","G",572,"G",99,2022-04-07,"No","No",1860,"No","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",6057.14285714286
16242,"Fort Pienc",65,3,1,299000,"Estudi Fort Pienc","G",999,"G",999,2022-03-15,"Yes","No",1900,"Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","Eixample",4600
16252,"Poble Sec",52,3,1,194000,"ADMINISTRADOR DE FINQUES PÈRIT JUDICIAL","F",219,"E",46,2022-03-16,"No","No",1914,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3730.76923076923
16258,"Sant Antoni",117,3,2,650000,"Turro BCN","D",100,"D",17,2022-03-25,"No","No",1925,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",5555.55555555556
16260,"Sarrià",145,3,3,680000,"Fincas Viscasillas","G",999,"G",999,2022-04-05,"Yes","No",1916,"Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Sarria Sant Gervasi",4689.65517241379
16262,"Gòtic",115,2,2,590000,"Fincas Eva","E",126,"E",24,2022-04-09,"Yes","No",1968,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",5130.4347826087
16267,"Raval",76,3,1,199000,"Fincas Eva","E",134,"E",28,2022-04-09,"Yes","No",1900,"Yes","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",2618.42105263158
16290,"Carmel",140,3,2,290000,"MBG Real Estate","F",56,"G",31,2021-12-31,"No","Yes",1955,"No","Yes","No","No","No","No","No","No","No","No","No","Horta Guinardo",2071.42857142857
16291,"Esquerra Baixa de l´Eixample",82,3,2,360000,"Particular","D",170,"D",140,2022-03-18,"Yes","No",1936,"No","Yes","No","No","No","No","No","No","No","No","No","Eixample",4390.24390243902
16295,"Poble Sec",115,4,1,375000,"Immohabitat","F",233,"F",49,2022-04-08,"No","No",1929,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3260.86956521739
16300,"La Verneda - La Pau",65,3,1,165000,"Sinland","G",999,"G",999,2022-01-28,"No","No",1970,"No","Yes","No","No","No","No","Yes","No","Yes","No","No","Sant Marti",2538.46153846154
16305,"La Marina-Port",75,3,1,198000,"Pisos La Marina","G",999,"G",999,2022-02-16,"Yes","No",1971,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",2640
16307,"St. Pere - Sta. Caterina - El Born",76,3,1,270000,"Finques Pareto","F",132,"F",32,2022-02-24,"No","No",1900,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",3552.63157894737
16315,"Sants",60,1,1,215000,"Fincas Eva","D",100,"D",20,2022-04-09,"No","No",1900,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3583.33333333333
16317,"Font d´en Fargas",129,4,2,545000,"Brick2b","D",999,"D",999,2022-04-09,"Yes","No",1988,"Yes","No","No","No","No","Yes","No","No","No","No","No","Horta Guinardo",4224.80620155039
16324,"Verdun",50,2,1,99900,"Assessoria VIA JULIA des de 1963","G",360,"G",61,2022-04-08,"No","No",1966,"No","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",1998
16325,"Verdun",50,2,1,99900,"Assessoria VIA JULIA des de 1963","G",360,"G",61,2022-04-08,"No","No",1966,"No","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",1998
16326,"St. Pere - Sta. Caterina - El Born",51,1,1,268000,"Key Star Sitges","G",999,"G",999,2022-03-30,"Yes","Yes",2022,"Yes","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",5254.90196078431
16327,"La Verneda - La Pau",128,4,2,280000,"La Casa Agency NouBarris","G",999,"G",99,2022-03-30,"Yes","No",1963,"No","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Sant Marti",2187.5
16329,"Raval",33,2,1,128000,"Your Suit Home - Immobles a mida","G",262,"E",47,2022-04-08,"No","No",1900,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",3878.78787878788
16333,"Can Baró",90,4,1,320000,"Particular","G",999,"G",999,2022-03-10,"Yes","No",1973,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3555.55555555556
16334,"Sant Antoni",70,2,1,285000,"Pisos 2002","E",174,"E",36,2022-03-28,"Yes","Yes",2001,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Eixample",4071.42857142857
16335,"Gòtic",90,2,2,485000,"Apple Houses","E",117,"D",23,2022-04-07,"Yes","No",1780,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",5388.88888888889
16338,"St. Pere - Sta. Caterina - El Born",53,2,1,260000,"16th Floor - Monapart","G",245,"F",51,2022-04-05,"Yes","No",1600,"Yes","No","No","No","No","No","No","No","No","No","No","Ciutat Vella",4905.66037735849
16339,"Esquerra Alta de l´Eixample",98,2,2,668850,"Eix Habitat","E",80,"E",80,2022-03-31,"Yes","No",1910,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",6825
16342,"Verdun",64,3,1,165000,"Teva Casa","C",102,"C",68,2022-03-24,"No","Yes",1966,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Nou Barris",2578.125
16356,"Navas",76,1,1,320000,"WeRelocateBcn","G",999,"G",999,2022-04-08,"Yes","No",2020,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",4210.52631578947
16358,"Carmel",74,2,1,145500,"Tecnocasa Estudi Llobregós Sl","G",999,"G",99,2022-04-07,"No","No",1959,"Yes","Yes","No","No","No","No","No","No","No","No","No","Horta Guinardo",1966.21621621622
16359,"St. Pere - Sta. Caterina - El Born",130,3,3,6e+05,"Fincas Siglo XXI","G",999,"G",999,2022-03-17,"Yes","Yes",1936,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","Ciutat Vella",4615.38461538462
16360,"Baix Guinardó",85,3,1,310000,"Particular","E",140,"E",23,2022-02-14,"No","No",1951,"Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Horta Guinardo",3647.05882352941
16365,"Esquerra Baixa de l´Eixample",100,2,2,545000,"Particular","E",162,"E",34,2022-04-09,"Yes","Yes",1930,"Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","Eixample",5450
16371,"Carmel",63,3,1,169000,"Your Suit Home - Immobles a mida","F",235,"E",43,2022-04-08,"No","No",1972,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",2682.53968253968
16374,"Glòries El Parc",73,4,2,340000,"Lex Gestio Poblenou","G",999,"G",999,2022-04-06,"Yes","No",1975,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",4657.53424657534
16375,"Sant Martí",61,2,1,183000,"Tecnocasa Gran Vía Mar- Sant Martí","G",999,"G",999,2022-04-08,"No","No",1971,"No","Yes","No","No","No","No","Yes","No","Yes","No","No","Sant Marti",3000
16377,"Glòries El Parc",73,4,2,340000,"Lex Gestio Poblenou","G",999,"G",999,2022-04-06,"Yes","No",1975,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",4657.53424657534
16380,"Vilapicina - Torre Llobeta",40,1,1,135000,"Finques Garvi","G",999,"G",999,2022-04-09,"No","No",1952,"No","No","No","No","No","No","No","No","No","No","No","Nou Barris",3375
16381,"Pedralbes",62,1,1,435000,"Soler Gestiones Inmobiliarias","G",999,"G",999,2022-02-26,"No","No",1963,"No","Yes","No","No","No","No","Yes","No","No","No","Yes","Les Corts",7016.12903225806
16388,"Gòtic",86,3,1,335000,"Llars Gremi","G",148,"G",30,2022-04-09,"No","Yes",1961,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3895.3488372093
16393,"Poble Sec",72,2,2,345000,"Tecnocasa Poble Sec","E",132,"E",27,2022-04-05,"Yes","Yes",1983,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",4791.66666666667
16394,"Raval",45,2,1,127500,"Your Suit Home - Immobles a mida","E",136,"E",28,2022-04-08,"No","No",1850,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",2833.33333333333
16397,"Pedralbes",180,4,2,799000,"Vip Pisos","G",999,"G",999,2022-04-08,"No","No",1955,"Yes","No","No","No","No","No","Yes","No","No","No","No","Les Corts",4438.88888888889
16398,"Raval",59,1,1,189000,"LLARCELONA","G",319,"G",67,2022-04-09,"No","No",1850,"No","Yes","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3203.38983050847
16400,"Roquetes",105,4,2,215000,"Particular","B",123,"E",33,2022-03-01,"No","Yes",1960,"No","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",2047.61904761905
16403,"El Clot",63,3,1,160000,"Quality Houses","G",999,"G",999,2022-03-18,"No","No",1930,"No","Yes","No","No","No","No","No","No","No","No","No","Sant Marti",2539.68253968254
16404,"La Bordeta",107,3,2,329000,"RS GROUP","G",999,"G",999,2022-03-11,"Yes","Yes",2017,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3074.76635514019
16408,"Raval",50,3,1,107000,"Aticnou","G",284,"G",60,2021-11-11,"No","No",1970,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",2140
16411,"Congrés - Indians",45,2,1,165000,"InmueblesBcN","E",35,"E",195,2022-04-07,"Yes","Yes",1954,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3666.66666666667
16412,"Raval",30,1,1,95000,"Toresfa","G",248,"E",46,2022-04-09,"No","No",1845,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3166.66666666667
16413,"St. Pere - Sta. Caterina - El Born",106,1,2,795000,"Amat. Barcelona - Habitatges","E",120,"D",20,2022-04-09,"Yes","Yes",1900,"Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","Ciutat Vella",7500
16425,"Sagrada Família",80,3,1,290000,"TAMM SERVEIS IMMOBILIARIS","E",198,"E",39,2022-04-07,"No","No",1936,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",3625
16426,"La Marina-Montjuïc",105,3,2,290000,"ALEMANY REAL ESTATE","D",100,"D",20,2022-04-09,"No","No",2002,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",2761.90476190476
16427,"Porta",81,3,1,190000,"Nova Urbe Associats","G",278,"F",48,2022-04-08,"No","No",1963,"No","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",2345.67901234568
16429,"Porta",68,3,1,190000,"Marenmar","G",278,"E",48,2022-04-07,"No","No",1963,"No","Yes","No","No","No","No","No","No","No","No","No","Nou Barris",2794.11764705882
16430,"Sant Gervasi - Galvany",92,3,2,540000,"TC Flats","E",198,"E",33,2022-03-13,"Yes","No",1953,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",5869.5652173913
16431,"Badal",75,3,1,285000,"WeRelocateBcn","G",999,"G",999,2022-04-08,"No","No",1957,"No","Yes","No","No","No","No","No","No","No","No","No","Sants Montjuic",3800
16432,"Vila Olímpica",56,3,1,235000,"Lex Gestio Poblenou","G",999,"G",999,2022-03-07,"No","No",1930,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sant Marti",4196.42857142857
16435,"Vila de Gràcia",80,3,1,350000,"Expocasa","G",999,"G",999,2022-04-08,"Yes","No",1939,"No","Yes","No","No","No","No","Yes","No","No","No","No","Gracia",4375
16437,"Sarrià",70,3,1,310000,"Your Suit Home - Immobles a mida","E",205,"E",43,2022-04-08,"No","No",1975,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4428.57142857143
16441,"Poble Sec",70,3,1,238500,"Your Suit Home - Immobles a mida","E",166,"E",35,2022-04-08,"No","No",2004,"No","Yes","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3407.14285714286
16450,"Esquerra Baixa de l´Eixample",70,3,2,365000,"Albiol Escute Gestió Immobiliària","E",199,"E",41,2021-12-27,"Yes","No",1900,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",5214.28571428571
16451,"Guinardó",130,2,2,295900,"1001pisos.com","G",999,"G",999,2022-03-18,"Yes","No",1989,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","Horta Guinardo",2276.15384615385
16455,"Fort Pienc",53,1,1,250000,"Particular","E",151,"E",29,2022-02-25,"Yes","No",1889,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",4716.98113207547
16458,"Tres Torres",120,3,3,790000,"Fincas Viscasillas","G",999,"G",999,2022-02-18,"Yes","No",1997,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Sarria Sant Gervasi",6583.33333333333
16461,"Baix Guinardó",75,2,2,259000,"ALOJA BARCELONA","E",187,"E",39,2022-04-09,"No","No",1953,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3453.33333333333
16476,"Barceloneta",36,2,1,145000,"Global Invest EJD","F",35,"F",140,2022-04-09,"No","No",1920,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",4027.77777777778
16478,"Sagrada Família",285,5,3,790000,"Particular","E",160,"E",33,2022-04-06,"Yes","Yes",1984,"Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Eixample",2771.9298245614
16479,"Gòtic",85,4,1,264000,"LLARCELONA","D",103,"D",21,2022-04-09,"No","No",1900,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",3105.88235294118
16485,"Gòtic",85,4,1,264000,"Terra Mar Castelldefels","D",103,"D",21,2022-04-09,"No","No",1900,"No","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",3105.88235294118
16486,"Guinardó",54,2,1,280000,"Brick2b","D",999,"D",999,2022-04-09,"Yes","Yes",1965,"Yes","No","No","No","No","No","No","No","No","No","No","Horta Guinardo",5185.18518518519
16488,"Barceloneta",140,3,3,350000,"Fincas Mas - Ferrer","G",999,"G",999,2022-02-17,"Yes","Yes",1879,"Yes","Yes","No","No","No","No","No","No","No","No","No","Ciutat Vella",2500
16490,"Ciutat Meridiana",72,3,1,145000,"Su Broker","G",316,"G",86,2022-04-07,"Yes","No",1979,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Nou Barris",2013.88888888889
16491,"Navas",93,3,3,399000,"Imopartners","G",999,"G",999,2022-03-27,"Yes","No",1996,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Sant Andreu",4290.32258064516
16492,"Bon Pastor",64,3,1,139000,"La Casa Agency NouBarris","E",999,"C",54,2022-04-07,"Yes","No",1962,"Yes","Yes","No","No","No","No","No","No","No","No","No","Sant Andreu",2171.875
16493,"Sants",85,2,1,445000,"Dr. House Immo Spain","G",999,"G",999,2022-04-07,"Yes","Yes",1936,"Yes","Yes","No","No","No","No","No","No","No","No","No","Sants Montjuic",5235.29411764706
16495,"Vila de Gràcia",42,1,2,238000,"CasaGirona.com","C",87,"C",17,2022-04-07,"Yes","Yes",1900,"Yes","No","No","No","No","No","No","No","No","No","No","Gracia",5666.66666666667
16496,"El Coll",68,2,1,169000,"Si Property Bcn","E",113,"E",23,2021-12-13,"No","No",1966,"No","Yes","No","No","No","No","Yes","No","No","No","No","Gracia",2485.29411764706
16505,"Provençals del Poblenou",90,4,1,199000,"ASSESORS QR","E",120,"E",110,2022-02-25,"No","Yes",1974,"No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Sant Marti",2211.11111111111
16506,"Baix Guinardó",107,2,2,395000,"Particular","F",206,"F",41,2022-03-25,"Yes","No",2006,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Horta Guinardo",3691.58878504673
16509,"Putget - Farró",140,4,2,749000,"MH","G",999,"G",999,2022-04-07,"Yes","No",1954,"No","Yes","No","No","No","Yes","Yes","No","No","No","No","Sarria Sant Gervasi",5350
16511,"Sagrada Família",67,3,2,275000,"HABITAT","E",999,"E",99,2022-04-09,"No","No",1958,"No","Yes","No","No","No","No","Yes","No","No","No","No","Eixample",4104.4776119403
16512,"Raval",35,1,1,102100,"Tecnocasa","E",131,"E",24,2022-02-24,"Yes","No",1900,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",2917.14285714286
16518,"Vilapicina - Torre Llobeta",68,3,1,225000,"Finques Boada","G",999,"G",999,2022-03-28,"No","No",1965,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","Nou Barris",3308.82352941176
16519,"Ciutat Meridiana",55,3,1,110000,"donpiso Bcn Poblenou","E",137,"E",28,2022-04-09,"No","No",1967,"No","No","No","No","No","No","No","No","No","No","No","Nou Barris",2000
16523,"Taxonera",150,4,3,425000,"Particular","E",10,"E",10,2022-04-05,"Yes","No",1999,"Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Horta Guinardo",2833.33333333333
