"X","Barri","Area","Habitacions","Lavabos","Preu","Immobiliaria","ConsumoEtiqueta","ConsumokW","EmisionesEtiqueta","Emisioneskg","Data.anunci","Aire_acondicionat","Moblat","Any_construccio","Calefaccio","Transport_public_proper","Llar_de_foc","Obra_nova","Piscina_propia","Plaza_parking","Ascensor","Equipamient_esportiu","Jardi_comunitari","Piscina_comunitaria","Vigilancia","Districte","Preu_m2"
247,"La Sagrera",61,2,1,247000,"DOLÇA LLAR","G",999,"G",999,2022-04-02,"Yes","No",1977,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",4049.18032786885
250,"Esquerra Baixa de l´Eixample",120,4,2,599000,"DON CASA","C",63,"C",13,2022-04-08,"Yes","No",1988,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4991.66666666667
251,"Sant Gervasi - Galvany",190,4,2,745000,"TORIL MOLLER","G",999,"G",999,2022-04-07,"No","No",1957,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",3921.05263157895
252,"Sant Andreu",100,4,2,380000,"DOLÇA LLAR","G",999,"G",999,2022-02-02,"Yes","No",1964,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3800
254,"Les Corts",94,4,2,5e+05,"CENTURY 21 SMART POINT","E",153,"E",32,2022-04-08,"Yes","No",1958,"No","No","No","No","No","No","Yes","No","No","No","No","Les Corts",5319.14893617021
257,"Camp de l´Arpa",117,4,2,426000,"EUROFINCAS","E",197,"E",41,2022-03-16,"No","No",1974,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3641.02564102564
259,"Besòs - Maresme",77,3,1,169000,"LA MURALLA","E",214,"E",44,2022-03-22,"No","No",1960,"Yes","No","No","No","No","No","Yes","Yes","No","No","No","Sant Marti",2194.80519480519
261,"Esquerra Alta de l´Eixample",111,3,2,525000,"CASAVO","D",82,"D",17,2022-04-02,"Yes","No",1975,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4729.72972972973
262,"Sagrada Família",75,3,1,249000,"LA CASA AGENCY - DIAGONAL MAR REAL ESTATE","E",127,"E",27,2022-04-07,"Yes","No",1970,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",3320
263,"Esquerra Baixa de l´Eixample",140,4,2,590000,"SIMURBA","G",999,"G",999,2022-04-08,"No","No",1997,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4214.28571428571
264,"Trinitat Nova",70,3,1,167000,"NARANJA INMOBILIARIA","G",999,"G",999,2022-03-16,"No","No",1955,"No","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",2385.71428571429
266,"Dreta de l´Eixample",186,3,2,890000,"PREMIUM HOUSES BARCELONA","E",112,"E",23,2021-12-31,"Yes","No",1920,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4784.94623655914
268,"Dreta de l´Eixample",92,2,2,753300,"SAM GRUPO M","E",114,"E",24,2022-02-21,"No","No",1936,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",8188.04347826087
269,"Vila de Gràcia",95,3,2,444000,"CASAVO","D",100,"D",21,2022-04-09,"No","No",1973,"No","No","No","No","No","No","Yes","No","No","No","No","Gracia",4673.68421052632
270,"Taxonera",62,3,1,160000,"ENTRE SUELOS","E",117,"E",24,2022-04-05,"No","No",1980,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",2580.64516129032
271,"Taxonera",53,1,1,3e+05,"J&J IMMOBLES","D",68,"C",11,2021-11-02,"Yes","Yes",2016,"Yes","No","No","No","No","No","Yes","No","No","Yes","No","Horta Guinardo",5660.37735849057
274,"Raval",77,3,1,200500,"SIMURBA","E",212,"E",44,2022-01-19,"Yes","No",1850,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",2603.8961038961
275,"Esquerra Baixa de l´Eixample",86,3,1,349000,"FINCAS GP","G",10,"G",10,2022-04-06,"Yes","No",1969,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4058.13953488372
276,"Porta",79,3,2,235000,"FINCAS LEON  MOLLET","G",250,"F",52,2022-04-01,"No","No",1965,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",2974.6835443038
278,"Camp de l´Arpa",97,3,3,440000,"PRIVALORE INMUEBLES SL","E",122,"E",26,2022-03-23,"Yes","No",1960,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",4536.0824742268
285,"Fort Pienc",114,4,2,560000,"TRES HABITAT","E",200,"E",42,2022-03-29,"Yes","No",1968,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4912.28070175439
288,"Vallcarca - Penitents",117,3,2,639000,"CHRYSOL VALUE REAL ESTATE","E",211,"E",41,2022-04-05,"Yes","No",1966,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",5461.53846153846
289,"Sagrada Família",110,3,1,425000,"PUNT SAGRADA FAMILIA, S.L.","E",154,"E",28,2022-03-22,"No","No",1936,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",3863.63636363636
291,"Les Corts",111,4,2,585000,"CAMBRA DE LA PROPIETAT DE BARCELONA","D",89,"D",18,2022-02-10,"Yes","No",2003,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Les Corts",5270.27027027027
292,"Vila de Gràcia",100,3,1,520000,"PRIVALORE INMUEBLES SL","G",416,"G",102,2022-03-23,"Yes","No",1960,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",5200
294,"Sant Gervasi - Bonanova",152,4,3,795000,"TORIL MOLLER","D",23,"E",111,2022-04-08,"Yes","No",1980,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sarria Sant Gervasi",5230.26315789474
295,"Sant Antoni",78,3,2,445000,"PRIVALORE INMUEBLES SL","F",250,"F",50,2022-03-23,"No","No",1972,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5705.12820512821
296,"Esquerra Baixa de l´Eixample",176,4,2,875000,"APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388","E",157,"E",33,2022-04-06,"Yes","Yes",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4971.59090909091
298,"Putget - Farró",60,1,1,257000,"GEINBAR","E",224,"E",36,2022-04-06,"Yes","No",1968,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4283.33333333333
299,"Sant Martí",81,3,1,229000,"LA CASA GRUP","F",999,"F",999,2022-04-08,"No","No",1979,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2827.16049382716
300,"Fort Pienc",71,3,1,230000,"PUNT SAGRADA FAMILIA, S.L.","E",177,"E",37,2022-04-06,"No","No",1930,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",3239.43661971831
303,"Camp d´en Grassot - Gràcia N.",72,2,2,210000,"LA CASA AGENCY - DIAGONAL MAR REAL ESTATE","E",127,"E",27,2022-03-22,"No","No",1932,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",2916.66666666667
304,"Sant Antoni",104,4,2,499000,"Grau Serveis Inmobiliaris","E",153,"E",999,2022-03-18,"No","No",1977,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4798.07692307692
305,"Can Baró",105,3,2,275000,"VIVANTIAL","E",188,"E",39,2022-04-01,"No","No",1982,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",2619.04761904762
306,"Sant Genís dels Agudells",95,4,1,254990,"SI REAL ESTATE","G",248,"F",52,2022-03-12,"No","No",1970,"Yes","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",2684.10526315789
307,"Vallvidrera - Tibidabo - Les Planes",122,3,2,549000,"FINQUES LLEBRENC","E",117,"D",22,2022-02-09,"Yes","No",1992,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4500
308,"Esquerra Baixa de l´Eixample",80,3,1,350000,"GARLASA TRADE","G",999,"G",999,2022-04-08,"No","Yes",1973,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4375
309,"Prosperitat",58,3,1,135000,"INMO-GESTIÓN","E",999,"E",999,2022-04-08,"No","No",1960,"No","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",2327.58620689655
310,"Esquerra Alta de l´Eixample",74,4,1,419000,"J&J IMMOBLES","D",77,"D",19,2022-03-19,"No","No",1936,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",5662.16216216216
311,"Vilapicina - Torre Llobeta",95,3,2,249800,"MERCAT INMOBILIARI CATALA","E",1,"E",1,2022-03-08,"Yes","No",1958,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",2629.47368421053
312,"Sarrià",70,3,1,310000,"CHRYSOL VALUE REAL ESTATE","E",205,"E",43,2022-03-31,"No","No",1975,"No","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4428.57142857143
314,"Les Corts",85,3,2,370000,"ANDOR HOME","G",325,"G",70,2022-03-04,"No","No",1981,"No","No","No","No","No","No","Yes","No","No","No","No","Les Corts",4352.94117647059
316,"Prosperitat",72,2,1,2e+05,"DOLÇA LLAR","G",999,"G",999,2022-03-22,"Yes","No",2007,"Yes","No","No","No","No","No","Yes","No","No","No","No","Nou Barris",2777.77777777778
318,"Badal",73,3,1,240000,"OIKOS INMOBILIARIA","G",999,"G",999,2022-03-15,"Yes","No",1968,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3287.67123287671
320,"Les Corts",84,3,2,438000,"CASAVO","D",999,"D",999,2022-04-07,"No","No",1970,"No","No","No","No","No","No","Yes","No","No","No","No","Les Corts",5214.28571428571
321,"Camp de l´Arpa",120,3,2,650000,"BUSQUETS GALVEZ","G",999,"G",999,2022-01-31,"Yes","No",2022,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",5416.66666666667
325,"Putget - Farró",164,5,2,750000,"ALTING GRUPO INMOBILIARIO","G",240,"G",60,2022-03-28,"Yes","No",1925,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4573.17073170732
326,"Camp d´en Grassot - Gràcia N.",91,1,1,229000,"FINCAS GP","G",999,"G",999,2022-03-04,"No","Yes",1925,"No","No","No","No","No","No","No","No","No","No","No","Gracia",2516.48351648352
329,"Sant Gervasi - Galvany",98,3,2,520000,"Atico/Noramarti","E",102,"E",21,2022-02-17,"No","No",1964,"No","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",5306.12244897959
331,"Sant Andreu",64,3,1,210000,"ENGEL & VOELKERS","F",999,"F",49,2022-03-23,"No","No",1971,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3281.25
344,"Taxonera",75,4,1,254000,"GONZALEZ MARTINEZ INMUEBLES,SL","G",999,"G",999,2022-04-07,"No","No",1980,"No","No","No","No","No","No","No","No","No","No","No","Horta Guinardo",3386.66666666667
345,"Les Corts",89,4,2,425000,"Singular Properties","G",999,"G",999,2022-03-09,"Yes","No",1967,"Yes","No","No","No","No","No","Yes","No","No","No","No","Les Corts",4775.2808988764
347,"Sagrada Família",98,4,2,595000,"PRIVALORE INMUEBLES SL","F",250,"F",50,2022-03-23,"Yes","No",1983,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",6071.42857142857
348,"Sant Ramon - Maternitat",133,4,2,725000,"APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388","E",100,"E",10,2022-04-06,"Yes","No",1969,"Yes","No","No","No","No","No","Yes","No","No","No","No","Les Corts",5451.12781954887
350,"Sants",104,3,2,415000,"AGENCIA BCN REAL ESTATE","G",251,"F",53,2022-04-08,"Yes","No",1976,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3990.38461538462
352,"Taxonera",94,3,3,315000,"TORIL MOLLER","D",73,"D",18,2022-04-05,"No","No",2004,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3351.06382978723
355,"Sagrada Família",55,2,1,209000,"PUNT SAGRADA FAMILIA, S.L.","E",127,"E",54,2022-04-05,"No","No",1925,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",3800
356,"Poble Sec",56,2,1,279000,"ANDOR HOME","E",152,"E",31,2022-04-06,"Yes","No",1929,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",4982.14285714286
358,"Raval",112,3,2,450000,"APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388","E",109,"D",23,2022-03-22,"Yes","No",1906,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4017.85714285714
362,"Dreta de l´Eixample",125,3,2,850000,"URBENORTE CATALUNYA","G",999,"G",999,2022-03-29,"Yes","No",1910,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",6800
365,"Baix Guinardó",78,2,2,270000,"GAUDI HOUSE","E",105,"E",31,2022-02-25,"No","No",1975,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3461.53846153846
367,"Provençals del Poblenou",120,3,2,566000,"URBENORTE CATALUNYA","G",999,"G",999,2022-03-08,"Yes","No",2007,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",4716.66666666667
368,"Camp de l´Arpa",84,4,1,270000,"VIVANTIAL","G",275,"G",71,2022-04-01,"No","No",1932,"No","No","No","No","No","No","Yes","Yes","No","No","No","Sant Marti",3214.28571428571
369,"Porta",90,3,1,270000,"FINQUES BUSINFREU","F",999,"F",999,2022-04-05,"Yes","Yes",1974,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Nou Barris",3000
370,"Esquerra Baixa de l´Eixample",72,3,1,359000,"GESTIO INMOBILIARIA TURO, S.L.","G",999,"G",999,2022-04-08,"No","Yes",1926,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4986.11111111111
371,"Gòtic",92,2,2,370000,"REMAX JUMBO MAR","E",148,"E",27,2022-03-17,"Yes","No",1930,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",4021.73913043478
373,"El Clot",100,3,2,405000,"TANDEM IMMOBILIARIA","G",266,"F",56,2022-04-05,"No","No",1998,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sant Marti",4050
374,"Verdun",90,3,1,184000,"LA CASA GRUP","E",155,"E",32,2022-04-05,"No","No",1963,"Yes","No","No","No","No","No","No","No","No","No","No","Nou Barris",2044.44444444444
376,"La Salut",67,3,1,255000,"CUGATCASAS","G",99,"G",99,2022-04-06,"No","No",1966,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",3805.97014925373
378,"El Coll",100,4,2,225000,"MATCHOME BARCELONA","G",360,"G",76,2022-04-05,"No","No",1981,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",2250
380,"Sagrada Família",90,2,1,360000,"FINQUES BUSINFREU","D",999,"E",999,2022-04-05,"No","No",1949,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4000
381,"Raval",175,4,3,895000,"BCN ADVISORS","E",133,"E",27,2022-03-24,"Yes","No",1900,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",5114.28571428571
382,"Sant Gervasi - Galvany",93,2,1,429000,"GESTIO INMOBILIARIA TURO, S.L.","G",307,"F",52,2022-03-28,"No","Yes",1951,"No","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4612.90322580645
383,"El Clot",71,3,1,320000,"MC CONSULTING","G",266,"F",56,2022-02-16,"Yes","No",1969,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",4507.04225352113
385,"La Sagrera",57,2,1,189000,"LA CASA GRUP","E",125,"E",25,2022-03-05,"Yes","No",1965,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3315.78947368421
387,"El Coll",65,2,1,185000,"FINQUES MARBA","E",166,"E",29,2022-03-22,"Yes","No",1968,"No","No","No","No","No","No","No","No","No","No","No","Gracia",2846.15384615385
388,"Esquerra Baixa de l´Eixample",160,4,2,820000,"CIDEB","E",148,"E",31,2022-03-18,"No","No",1962,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Eixample",5125
389,"St. Pere - Sta. Caterina - El Born",119,3,1,375000,"EUROFINCAS","E",122,"E",30,2022-03-21,"No","No",1900,"No","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",3151.26050420168
391,"Navas",50,3,1,230000,"LA CASA GRUP","E",999,"G",999,2022-03-05,"Yes","No",1930,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",4600
392,"Vall d´Hebron",77,2,1,299000,"ACBAR REAL ESTATE","G",999,"G",999,2022-03-09,"Yes","No",1992,"Yes","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3883.11688311688
393,"Dreta de l´Eixample",65,2,1,564600,"SIMURBA","G",999,"G",999,2021-12-22,"Yes","No",1930,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",8686.15384615385
397,"Dreta de l´Eixample",104,3,1,460000,"Guinot Prunera Barcelona","G",999,"G",999,2022-04-05,"No","No",1894,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4423.07692307692
405,"Camp d´en Grassot - Gràcia N.",72,2,2,210000,"PUNT SAGRADA FAMILIA, S.L.","E",127,"E",54,2022-03-21,"Yes","No",1932,"Yes","No","No","No","No","No","Yes","No","No","No","No","Gracia",2916.66666666667
406,"Montbau",62,2,1,143000,"GAUDI HOUSE","D",137,"E",120,2022-01-21,"No","No",1962,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",2306.45161290323
408,"Esquerra Alta de l´Eixample",113,3,2,6e+05,"CAMBRA DE LA PROPIETAT DE BARCELONA","E",144,"E",30,2022-03-22,"Yes","No",1985,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5309.73451327434
409,"Camp de l´Arpa",84,2,1,296000,"Guinot Prunera Barcelona","E",167,"F",43,2022-04-05,"No","No",1960,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3523.80952380952
410,"La Bordeta",81,2,2,225000,"CAMBRA DE LA PROPIETAT DE BARCELONA","D",57,"D",10,2022-03-23,"Yes","No",1983,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",2777.77777777778
411,"Esquerra Alta de l´Eixample",113,5,2,490000,"CIDEB","E",158,"E",33,2022-02-16,"No","No",1940,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4336.28318584071
412,"St. Pere - Sta. Caterina - El Born",131,2,2,670000,"Gallart Real Estate s.l","G",999,"G",999,2022-04-06,"Yes","No",2018,"Yes","No","No","No","No","No","Yes","No","No","No","No","Ciutat Vella",5114.50381679389
414,"La Bordeta",75,4,1,290000,"CENTURY 21 SMART POINT","E",190,"E",37,2022-04-08,"No","No",1965,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",3866.66666666667
420,"Esquerra Baixa de l´Eixample",72,3,1,359000,"MATCHOME BARCELONA","E",283,"G",48,2022-04-01,"No","No",1926,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4986.11111111111
422,"Fort Pienc",90,5,1,350000,"ANDOR HOME","E",119,"E",30,2022-03-30,"No","No",1910,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",3888.88888888889
424,"Esquerra Baixa de l´Eixample",61,3,1,230000,"Peraire","E",91,"E",23,2022-04-08,"No","No",1910,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",3770.49180327869
427,"Baix Guinardó",70,3,1,270000,"La Casa Agency - Punt Sant Pau","E",210,"E",44,2022-01-15,"No","No",1973,"No","No","No","No","No","No","Yes","No","No","No","No","Horta Guinardo",3857.14285714286
432,"Esquerra Alta de l´Eixample",140,3,3,720000,"FINCA REGIA","D",102,"D",20,2022-04-02,"Yes","No",1936,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5142.85714285714
435,"Sant Gervasi - Galvany",189,3,3,675000,"ENGEL & VOELKERS","D",89,"D",18,2022-03-22,"Yes","No",1964,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sarria Sant Gervasi",3571.42857142857
437,"Sarrià",70,3,1,310000,"Grau Serveis Inmobiliaris","E",205,"E",43,2022-03-10,"No","No",1975,"No","No","No","No","No","No","Yes","No","No","No","No","Sarria Sant Gervasi",4428.57142857143
438,"Poblenou",78,2,2,495000,"Duran Carasso Barcelona Gestion Inmobiliaria","G",999,"G",999,2022-01-29,"Yes","No",2021,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",6346.15384615385
439,"Hostafrancs",67,3,1,365000,"Servicios De Intermediación Financiera La Casa Gru","D",250,"D",21,2022-03-30,"No","No",2006,"No","No","No","No","No","No","Yes","No","No","No","No","Sants Montjuic",5447.76119402985
443,"Dreta de l´Eixample",159,4,2,863500,"SIMURBA","D",90,"D",17,2022-02-23,"No","No",1920,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",5430.81761006289
455,"Fort Pienc",76,4,2,315000,"CAMBRA DE LA PROPIETAT DE BARCELONA","E",206,"E",43,2022-03-21,"No","No",1969,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4144.73684210526
456,"Sant Andreu",107,3,2,445000,"FINQUES CAMPANYÁ","E",123,"E",24,2022-03-25,"Yes","No",2007,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Sant Andreu",4158.8785046729
459,"Sant Antoni",108,4,2,530000,"Duran Carasso Barcelona Gestion Inmobiliaria","E",133,"E",26,2022-03-25,"Yes","No",1973,"Yes","No","No","No","No","Yes","Yes","No","No","No","No","Eixample",4907.40740740741
460,"Esquerra Alta de l´Eixample",114,3,2,499000,"PRIVALORE INMUEBLES SL","E",122,"E",25,2022-03-23,"No","No",1965,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4377.19298245614
462,"Esquerra Baixa de l´Eixample",143,4,2,699000,"CASAVO","D",999,"D",999,2022-04-04,"Yes","No",1973,"No","No","No","No","No","No","Yes","No","No","No","No","Eixample",4888.11188811189
463,"Dreta de l´Eixample",113,3,2,655000,"Duran Carasso Barcelona Gestion Inmobiliaria","C",179,"C",45,2022-04-06,"Yes","No",1998,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",5796.46017699115
464,"Sant Ramon - Maternitat",133,3,3,750000,"APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388","E",100,"E",10,2022-04-06,"Yes","No",1969,"Yes","No","No","No","No","No","Yes","No","No","No","No","Les Corts",5639.0977443609
466,"Sagrada Família",42,1,1,185000,"CENTURY 21 BZ","E",156,"E",38,2022-04-07,"No","Yes",1969,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",4404.7619047619
467,"Sant Martí",68,3,1,215000,"VIVANTIAL","G",285,"G",59,2022-04-01,"No","No",1962,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",3161.76470588235
468,"Sant Andreu",80,4,2,259990,"SI REAL ESTATE","G",271,"F",57,2022-04-06,"Yes","No",1978,"Yes","No","No","No","No","No","Yes","No","No","No","No","Sant Andreu",3249.875
470,"Vila de Gràcia",79,3,1,364000,"TWOKEYS","G",264,"F",55,2022-04-08,"No","No",1957,"No","No","No","No","No","No","Yes","No","No","No","No","Gracia",4607.59493670886
473,"La Verneda - La Pau",90,3,1,220000,"LA CASA GRUP","F",999,"F",999,2022-03-23,"Yes","No",1975,"No","No","No","No","No","No","Yes","No","No","No","No","Sant Marti",2444.44444444444
474,"Baix Guinardó",84,3,2,325000,"OLLE BERTRAN","E",160,"E",32,2022-01-28,"No","No",1968,"No","No","No","No","No","Yes","Yes","No","No","No","No","Horta Guinardo",3869.04761904762
476,"Esquerra Alta de l´Eixample",131,5,2,510900,"URBENORTE CATALUNYA","G",999,"G",999,2022-03-31,"No","No",1968,"Yes","No","No","No","No","No","Yes","No","No","No","No","Eixample",3900
